51.496800,9.387320,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496580,9.386230,0.000000,0.000000
51.496580,9.386230,0.000000,0.000000
51.496580,9.386230,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496580,9.386230,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496800,9.387320,0.000000,0.000000
51.496690,9.386710,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
51.496290,9.384910,0.000000,0.000000
53.066390,8.793700,0.000000,0.000000
53.066390,8.793700,0.000000,0.000000
53.066390,8.793700,0.000000,0.000000
53.066390,8.793700,0.000000,0.000000
53.065030,8.791470,0.062000,-0.011376
53.065030,8.791470,0.062000,-0.008987
53.065030,8.791470,0.062000,-0.008922
53.065030,8.791470,0.062000,-0.011351
53.065030,8.791470,0.062000,-0.008985
53.065746,8.792644,0.170000,-0.003056
53.065746,8.792644,0.170000,-0.002996
53.066040,8.794350,0.000000,0.000000
53.066390,8.793700,0.000000,0.000000
53.066750,8.793070,0.000000,0.000000
53.066390,8.793700,0.081000,-0.009125
53.068550,8.797000,-0.120000,-0.009527
53.066390,8.793700,0.081000,-0.006847
53.067630,8.795570,0.000000,0.000000
53.067630,8.795570,0.000000,0.000000
53.067630,8.795570,0.000000,0.000000
53.069130,8.798850,0.000000,0.000000
